completed_steps,total_steps,final_price,final_symmetric_profit,converged,completion_status,checkpoint_sha256,actual_checkpoint_sha256,q_table_sha256,market_compatibility,can_use_for_matched_gate,checkpoint_path
10000000,10000000,1.7764488053505032,0.3204944373194397,True,complete,cf47aa1806ac11bb65ddcbad82465e08cab97545181c2b3cb4cfb384afaad08d,cf47aa1806ac11bb65ddcbad82465e08cab97545181c2b3cb4cfb384afaad08d,1e9e71725282849bf9777d70c8f2c95a1ab639ceb78fdeeaa8042419db7556ad,verified,True,C:\Users\я\Documents\RLpricewars\results\mature_q_vs_q_checkpoint_10m\mature_victim_state.npz
