N_seed,symmetric_profit_mean,symmetric_profit_sample_sd,symmetric_profit_bootstrap_ci_low,symmetric_profit_bootstrap_ci_high,market_price_mean,market_price_sample_sd,market_price_bootstrap_ci_low,market_price_bootstrap_ci_high,consumer_surplus_mean,joint_profit_mean,total_welfare_mean,statistical_unit
10,0.32049604870058745,0.008366473090517086,0.31567678363699103,0.32550470613000254,1.78419888814583,0.04398831143467049,1.7609496084477545,1.81132214368504,0.4383392275582921,0.6409920974011749,1.0793313249594667,independently trained mature checkpoint seed
