layer,study,cell,N_seed,seeds,eval_metric_prefix,oracle_profit_mean,oracle_profit_sample_sd,victim_profit_mean,market_price_mean,mean_difference_vs_q_vs_q,profit_difference_vs_q_vs_q_mean,seeds_below_reference,all_seeds_below_reference_mean,exact_permutation_p_two_sided,profit_exact_permutation_p_two_sided,profit_holm_p_all_tested,bootstrap_mean_difference_ci_low,bootstrap_mean_difference_ci_high,profit_bootstrap_difference_ci_low,profit_bootstrap_difference_ci_high,market_price_difference_vs_q_vs_q_mean,market_price_exact_permutation_p_two_sided,market_price_holm_p_all_tested,market_price_bootstrap_difference_ci_low,market_price_bootstrap_difference_ci_high,inference_note,manuscript_use,information_set,holm_p_main_claims
public_bandit_feedback,P2 1M controls,DQN,10,"0,1,2,3,4,5,6,7,8,9",final_eval_continuation_adaptive,0.28757721666862873,0.01239589389080326,0.30138335908329655,1.6821003044288916,-0.03291883203195871,-0.03291883203195871,10,True,1.082508822446903e-05,1.082508822446903e-05,6.495052934681418e-05,-0.04196938662662946,-0.0242100180203628,-0.04196938662662946,-0.0242100180203628,-0.10209858371693839,0.00038970317608088504,0.00038970317608088504,-0.14354606853002705,-0.06007128536733434,Permutation tests target identical learner/reference distributions under exchangeability; learner run and mature checkpoint are the units,Main control evidence,Public runtime state; realized reward feedback,6.495052934681418e-05
known_payoff_model,P2 1M controls,Tabular full-information regret matching,10,"0,1,2,3,4,5,6,7,8,9",final_eval_continuation_adaptive,0.26815279470615394,0.00024140056780614145,0.2256493851186397,1.5554643389477707,-0.05234325399443349,-0.05234325399443349,10,True,1.082508822446903e-05,1.082508822446903e-05,6.495052934681418e-05,-0.057409436149606044,-0.047444101378970406,-0.057409436149606044,-0.047444101378970406,-0.2287345491980594,1.082508822446903e-05,6.495052934681418e-05,-0.25593901882734227,-0.2053109023858565,Permutation tests target identical learner/reference distributions under exchangeability; learner run and mature checkpoint are the units,Known-payoff-model control,Public runtime state; counterfactual payoffs for all own actions,6.495052934681418e-05
public_bandit_feedback,100k public-observation architecture probes,Latent-prediction DQN (JEPA-style),10,"0,1,2,3,4,5,6,7,8,9",final_eval_continuation_adaptive,0.29233427587639305,0.0037542056686870108,0.21200258243619458,1.5951348144684452,-0.028161772824194416,-0.028161772824194416,10,True,1.082508822446903e-05,1.082508822446903e-05,6.495052934681418e-05,-0.03369301004737034,-0.022845280566795197,-0.03369301004737034,-0.022845280566795197,-0.1890640736773847,1.082508822446903e-05,6.495052934681418e-05,-0.221683703243685,-0.15915249538125079,Permutation tests target identical learner/reference distributions under exchangeability; learner run and mature checkpoint are the units,Public-state representation probe,Public runtime state; realized reward; next-latent auxiliary target,6.495052934681418e-05
